100	179.2
250	179.2
500	179.3
750	179.3
1000	179.3
10000	176.8
25000	172.2
40000	143.4
45000	138.1
50000	132.1
55000	127.8
60000	125.1
65000	122.9
70000	119.4
75000	117.7
80000	112.9
85000	115.1
90000	113.0
100000	112.8
120000	107.6
150000	98.8
175000	95.5
200000	101.5
250000	84.1
500000	72
1000000	57
